"","X.1","X","Gender","Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Credit_History","Property_Area","Loan_Status","HouseholdIncome","IncomePerDependent","type_of_client"
"337",337,337,1,1,1,1,0,5250,688,160,360,1,1,1,5938,5938,0
"338",338,338,1,1,2,1,1,2500,4600,176,360,1,1,1,7100,3550,0
"339",339,339,0,0,3,0,0,1830,0,165,360,0,3,0,1830,610,0
"340",340,340,0,0,0,1,0,4160,0,71,360,1,2,1,4160,4160,0
"341",341,341,1,1,3,0,0,2647,1587,173,360,1,1,0,4234,1411.33333333333,0
"342",342,342,0,0,0,1,0,2378,0,46,360,1,1,0,2378,2378,0
"343",343,343,1,1,1,0,0,4554,1229,158,360,1,3,1,5783,5783,0
"344",344,344,1,1,3,0,0,3173,0,74,360,1,2,1,3173,1057.66666666667,0
"345",345,345,1,1,2,1,0,2583,2330,125,360,1,1,1,4913,2456.5,0
"346",346,346,1,1,0,1,0,2499,2458,160,360,1,2,1,4957,4957,0
"347",347,347,1,1,2,0,0,3523,3230,152,360,0,1,0,6753,3376.5,0
"348",348,348,1,1,2,0,0,3083,2168,126,360,1,3,1,5251,2625.5,0
"349",349,349,1,1,0,1,0,6333,4583,259,360,1,2,1,10916,10916,0
"350",350,350,1,1,0,1,0,2625,6250,187,360,1,1,1,8875,8875,0
"351",351,351,1,1,0,1,0,9083,0,228,360,1,2,1,9083,9083,0
"352",352,352,1,0,0,1,0,8750,4167,308,360,1,1,0,12917,12917,1
"353",353,353,1,1,3,1,0,2666,2083,95,360,1,1,1,4749,1583,0
"354",354,354,0,1,0,1,1,5500,0,105,360,0,1,0,5500,5500,0
"355",355,355,0,1,0,1,0,2423,505,130,360,1,2,1,2928,2928,0
"356",356,356,0,0,0,1,0,3813,0,116,180,1,3,1,3813,3813,0
"357",357,357,1,1,2,1,0,8333,3167,165,360,1,1,1,11500,5750,0
"358",358,358,1,1,1,1,0,3875,0,67,360,1,3,0,3875,3875,0
"359",359,359,1,1,0,0,0,3000,1666,100,480,0,3,0,4666,4666,0
"360",360,360,1,1,3,1,0,5167,3167,200,360,1,2,1,8334,2778,0
"361",361,361,0,0,1,1,0,4723,0,81,360,1,2,0,4723,4723,0
"362",362,362,1,1,2,1,0,5000,3667,236,360,1,2,1,8667,4333.5,0
"363",363,363,1,1,0,1,0,4750,2333,130,360,1,3,1,7083,7083,0
"364",364,364,1,1,0,1,0,3013,3033,95,300,1,3,1,6046,6046,0
"365",365,365,1,0,0,1,1,6822,0,141,360,1,1,1,6822,6822,0
"366",366,366,1,0,0,0,0,6216,0,133,360,1,1,0,6216,6216,0
"367",367,367,1,0,0,1,0,2500,0,96,480,1,2,0,2500,2500,0
"368",368,368,1,0,0,1,0,5124,0,124,360,0,1,0,5124,5124,0
"369",369,369,1,1,1,1,0,6325,0,175,360,1,2,1,6325,6325,0
"370",370,370,1,1,0,1,0,19730,5266,570,360,1,1,0,24996,24996,1
"371",371,371,0,0,0,1,1,15759,0,55,360,1,2,1,15759,15759,1
"372",372,372,1,1,2,1,0,5185,0,155,360,1,2,1,5185,2592.5,0
"373",373,373,1,1,2,1,1,9323,7873,380,300,1,1,1,17196,8598,0
"374",374,374,1,0,1,1,0,3062,1987,111,180,0,3,0,5049,5049,0
"375",375,375,0,0,0,1,0,2764,1459,110,360,1,3,1,4223,4223,0
"376",376,376,1,1,0,1,0,4817,923,120,180,1,3,1,5740,5740,0
"377",377,377,1,1,3,1,0,8750,4996,130,360,1,1,1,13746,4582,0
"378",378,378,1,1,0,1,0,4310,0,130,360,1,2,1,4310,4310,0
"379",379,379,1,0,0,1,0,3069,0,71,480,1,3,0,3069,3069,0
"380",380,380,1,1,2,1,0,5391,0,130,360,1,3,1,5391,2695.5,0
"381",381,381,1,1,0,1,0,3333,2500,128,360,1,2,1,5833,5833,0
"382",382,382,1,0,0,1,0,5941,4232,296,360,1,2,1,10173,10173,0
"383",383,383,0,0,0,1,0,6000,0,156,360,1,3,1,6000,6000,0
"384",384,384,1,0,0,1,1,7167,0,128,360,1,3,1,7167,7167,0
"385",385,385,1,1,2,1,0,4566,0,100,360,1,3,0,4566,2283,0
"386",386,386,1,0,1,1,0,3667,0,113,180,1,3,1,3667,3667,0
"387",387,387,1,0,0,0,0,2346,1600,132,360,1,2,1,3946,3946,0
"388",388,388,1,1,0,0,0,3010,3136,113,360,0,3,0,6146,6146,0
"389",389,389,1,1,0,1,0,2333,2417,136,360,1,3,1,4750,4750,0
"390",390,390,1,1,0,1,0,5488,0,125,360,1,1,1,5488,5488,0
"391",391,391,1,0,3,1,0,9167,0,185,360,1,1,1,9167,3055.66666666667,0
"392",392,392,1,1,3,1,0,9504,0,275,360,1,1,1,9504,3168,0
"393",393,393,1,1,0,1,0,2583,2115,120,360,1,3,1,4698,4698,0
"394",394,394,1,1,2,0,0,1993,1625,113,180,1,2,1,3618,1809,0
"395",395,395,1,1,2,1,0,3100,1400,113,360,1,3,1,4500,2250,0
"396",396,396,1,1,2,1,0,3276,484,135,360,1,2,1,3760,1880,0
"397",397,397,0,0,0,1,0,3180,0,71,360,0,3,0,3180,3180,0
"398",398,398,1,1,0,1,0,3033,1459,95,360,1,3,1,4492,4492,0
"399",399,399,1,0,0,0,0,3902,1666,109,360,1,1,1,5568,5568,0
"400",400,400,0,0,0,1,0,1500,1800,103,360,0,2,0,3300,3300,0
"401",401,401,1,1,2,0,0,2889,0,45,180,0,3,0,2889,1444.5,0
"402",402,402,1,0,0,0,0,2755,0,65,300,1,1,0,2755,2755,0
"403",403,403,1,0,0,1,0,2500,20000,103,360,1,2,1,22500,22500,1
"404",404,404,0,0,0,0,0,1963,0,53,360,1,2,1,1963,1963,0
"405",405,405,0,0,0,1,1,7441,0,194,360,1,1,0,7441,7441,0
"406",406,406,0,0,0,1,0,4547,0,115,360,1,2,1,4547,4547,0
"407",407,407,1,1,0,0,0,2167,2400,115,360,1,3,1,4567,4567,0
"408",408,408,0,0,0,0,0,2213,0,66,360,1,1,1,2213,2213,0
"409",409,409,1,1,1,1,0,8300,0,152,300,0,2,0,8300,8300,0
"410",410,410,1,1,3,1,0,81000,0,360,360,0,1,0,81000,27000,1
"411",411,411,0,0,1,0,1,3867,0,62,360,1,2,0,3867,3867,0
"412",412,412,1,1,0,1,0,6256,0,160,360,1,3,1,6256,6256,0
"413",413,413,1,1,0,0,0,6096,0,218,360,0,1,0,6096,6096,0
"414",414,414,1,1,0,0,0,2253,2033,110,360,1,1,1,4286,4286,0
"415",415,415,0,1,0,0,0,2149,3237,178,360,0,2,0,5386,5386,0
"416",416,416,0,0,0,1,0,2995,0,60,360,1,3,1,2995,2995,0
"417",417,417,0,0,1,1,0,2600,0,160,360,1,3,0,2600,2600,0
"418",418,418,1,1,2,1,1,1600,20000,239,360,1,3,0,21600,10800,0
"419",419,419,1,1,0,1,0,1025,2773,112,360,1,1,1,3798,3798,0
"420",420,420,1,1,0,1,0,3246,1417,138,360,1,2,1,4663,4663,0
"421",421,421,1,1,0,1,0,5829,0,138,360,1,1,1,5829,5829,0
"422",422,422,0,0,0,0,0,2720,0,80,360,0,3,0,2720,2720,0
"423",423,423,1,1,0,1,0,1820,1719,100,360,1,3,1,3539,3539,0
"424",424,424,1,1,1,1,0,7250,1667,110,360,0,3,0,8917,8917,0
"425",425,425,1,1,0,1,0,14880,0,96,360,1,2,1,14880,14880,1
"426",426,426,1,1,0,1,0,2666,4300,121,360,1,1,1,6966,6966,0
"427",427,427,0,0,1,0,0,4606,0,81,360,1,1,0,4606,4606,0
"428",428,428,1,1,2,1,0,5935,0,133,360,1,2,1,5935,2967.5,0
"429",429,429,1,1,0,1,0,2920,16.12000084,87,360,1,1,1,2936.12000084,2936.12000084,0
"430",430,430,1,0,0,0,0,2717,0,60,180,1,3,1,2717,2717,0
"431",431,431,0,0,1,1,1,8624,0,150,360,1,2,1,8624,8624,0
"432",432,432,1,0,0,1,0,6500,0,105,360,0,1,0,6500,6500,0
"433",433,433,1,0,0,1,0,12876,0,405,360,1,2,1,12876,12876,1
"434",434,434,1,1,0,1,0,2425,2340,143,360,1,2,1,4765,4765,0
"435",435,435,1,0,0,1,0,3750,0,100,360,1,3,1,3750,3750,0
"436",436,436,0,1,0,1,0,10047,0,111,240,1,2,1,10047,10047,0
"437",437,437,1,0,0,1,0,1926,1851,50,360,1,2,1,3777,3777,0
"438",438,438,1,1,0,1,0,2213,1125,151,360,1,3,1,3338,3338,0
"439",439,439,1,0,0,1,1,10416,0,187,360,0,3,0,10416,10416,0
"440",440,440,0,1,0,0,1,7142,0,138,360,1,1,1,7142,7142,0
"441",441,441,1,0,0,1,0,3660,5064,187,360,1,2,1,8724,8724,0
"442",442,442,1,1,0,1,0,7901,1833,180,360,1,1,1,9734,9734,0
"443",443,443,1,0,3,0,0,4707,1993,148,360,1,2,1,6700,2233.33333333333,0
"444",444,444,1,0,1,1,0,37719,0,152,360,1,2,1,37719,37719,1
"445",445,445,1,1,0,1,0,7333,8333,175,300,1,1,1,15666,15666,1
"446",446,446,1,1,1,1,1,3466,1210,130,360,1,1,1,4676,4676,0
"447",447,447,1,1,2,0,0,4652,0,110,360,1,1,1,4652,2326,0
"448",448,448,1,1,0,1,0,3539,1376,55,360,1,1,0,4915,4915,0
"449",449,449,1,1,2,1,0,3340,1710,150,360,0,1,0,5050,2525,0
"450",450,450,1,0,1,0,1,2769,1542,190,360,1,2,0,4311,4311,0
"451",451,451,1,1,2,0,0,2309,1255,125,360,0,1,0,3564,1782,0
"452",452,452,1,1,2,0,0,1958,1456,60,300,1,3,1,3414,1707,0
"453",453,453,1,1,0,1,0,3948,1733,149,360,0,1,0,5681,5681,0
"454",454,454,1,1,0,1,0,2483,2466,90,180,0,1,1,4949,4949,0
"455",455,455,1,0,0,1,1,7085,0,84,360,1,2,1,7085,7085,0
"456",456,456,1,1,2,1,0,3859,0,96,360,1,2,1,3859,1929.5,0
"457",457,457,1,1,0,1,0,4301,0,118,360,1,3,1,4301,4301,0
"458",458,458,1,1,0,1,0,3708,2569,173,360,1,3,0,6277,6277,0
"459",459,459,1,0,2,1,0,4354,0,136,360,1,1,1,4354,2177,0
"460",460,460,1,1,0,1,0,8334,0,160,360,1,2,0,8334,8334,0
"461",461,461,0,1,0,1,1,2083,4083,160,360,1,2,1,6166,6166,0
"462",462,462,1,1,3,1,0,7740,0,128,180,1,3,1,7740,2580,0
"463",463,463,1,1,0,1,0,3015,2188,153,360,1,1,1,5203,5203,0
"464",464,464,0,0,1,0,0,5191,0,132,360,1,2,1,5191,5191,0
"465",465,465,1,0,0,1,0,4166,0,98,360,0,2,0,4166,4166,0
"466",466,466,1,0,0,1,0,6000,0,140,360,1,1,1,6000,6000,0
"467",467,467,1,1,3,0,0,2947,1664,70,180,0,3,0,4611,1537,0
"468",468,468,1,1,0,1,0,16692,0,110,360,1,2,1,16692,16692,1
"469",469,469,0,1,2,0,0,210,2917,98,360,1,2,1,3127,1563.5,0
"470",470,470,1,1,0,1,0,4333,2451,110,360,1,3,0,6784,6784,0
"471",471,471,1,1,1,1,1,3450,2079,162,360,1,2,1,5529,5529,0
"472",472,472,1,1,1,0,0,2653,1500,113,180,0,1,0,4153,4153,0
"473",473,473,1,1,3,1,0,4691,0,100,360,1,2,1,4691,1563.66666666667,0
"474",474,474,0,0,0,1,1,2500,0,93,360,1,3,1,2500,2500,0
"475",475,475,1,0,2,1,0,5532,4648,162,360,1,1,1,10180,5090,0
"476",476,476,1,1,2,1,1,16525,1014,150,360,1,1,1,17539,8769.5,0
"477",477,477,1,1,2,1,0,6700,1750,230,300,1,2,1,8450,4225,0
"478",478,478,1,1,2,1,0,2873,1872,132,360,0,2,0,4745,2372.5,0
"479",479,479,1,1,1,1,1,16667,2250,86,360,1,2,1,18917,18917,1
"480",480,480,1,1,2,1,0,2947,1603,70,360,1,3,0,4550,2275,0
"481",481,481,0,0,0,0,0,4350,0,154,360,1,1,1,4350,4350,0
"482",482,482,1,1,3,0,0,3095,0,113,360,1,1,1,3095,1031.66666666667,0
"483",483,483,1,1,0,1,0,2083,3150,128,360,1,2,1,5233,5233,0
"484",484,484,1,1,0,1,0,10833,0,234,360,1,2,1,10833,10833,0
"485",485,485,1,1,2,1,0,8333,0,246,360,1,2,1,8333,4166.5,0
"486",486,486,1,1,1,0,0,1958,2436,131,360,1,1,1,4394,4394,0
"487",487,487,1,0,2,1,0,3547,0,80,360,0,1,0,3547,1773.5,0
"488",488,488,1,1,1,1,0,18333,0,500,360,1,3,0,18333,18333,1
"489",489,489,1,1,2,1,1,4583,2083,160,360,1,2,1,6666,3333,0
"490",490,490,1,0,0,1,0,2435,0,75,360,1,3,0,2435,2435,0
"491",491,491,1,0,0,0,0,2699,2785,96,360,1,2,1,5484,5484,0
"492",492,492,1,1,1,0,0,5333,1131,186,360,1,3,1,6464,6464,0
"493",493,493,1,0,0,0,0,3691,0,110,360,1,1,1,3691,3691,0
"494",494,494,0,0,0,0,1,17263,0,225,360,1,2,1,17263,17263,1
"495",495,495,1,1,0,1,0,3597,2157,119,360,0,1,0,5754,5754,0
"496",496,496,0,1,1,1,0,3326,913,105,84,1,2,1,4239,4239,0
"497",497,497,1,1,0,0,0,2600,1700,107,360,1,1,1,4300,4300,0
"498",498,498,1,1,0,1,0,4625,2857,111,12,0,3,1,7482,7482,0
"499",499,499,1,1,1,1,1,2895,0,95,360,1,2,1,2895,2895,0
"500",500,500,1,0,0,1,0,6283,4416,209,360,0,1,0,10699,10699,0
"501",501,501,0,0,0,1,0,645,3683,113,480,1,1,1,4328,4328,0
"502",502,502,0,0,0,1,0,3159,0,100,360,1,2,1,3159,3159,0
"503",503,503,1,1,2,1,0,4865,5624,208,360,1,2,1,10489,5244.5,0
"504",504,504,1,1,1,0,0,4050,5302,138,360,1,1,0,9352,9352,0
"505",505,505,1,1,0,0,0,3814,1483,124,300,1,2,1,5297,5297,0
"506",506,506,1,1,2,1,0,3510,4416,243,360,1,1,1,7926,3963,0
"507",507,507,1,1,0,1,0,20833,6667,480,360,0,3,1,27500,27500,1
"508",508,508,1,0,0,1,0,3583,0,96,360,1,3,0,3583,3583,0
"509",509,509,1,1,0,1,1,2479,3013,188,360,1,3,1,5492,5492,0
"510",510,510,0,0,1,1,0,13262,0,40,360,1,3,1,13262,13262,1
"511",511,511,1,0,0,0,0,3598,1287,100,360,1,1,0,4885,4885,0
"512",512,512,1,1,1,1,0,6065,2004,250,360,1,2,1,8069,8069,0
"513",513,513,1,1,2,1,0,3283,2035,148,360,1,3,1,5318,2659,0
"514",514,514,1,1,0,1,0,2130,6666,70,180,1,2,0,8796,8796,0
"515",515,515,1,0,0,1,0,5815,3666,311,360,1,1,0,9481,9481,0
"516",516,516,1,1,3,1,0,3466,3428,150,360,1,1,1,6894,2298,0
"517",517,517,0,1,2,1,0,2031,1632,113,480,1,2,1,3663,1831.5,0
"518",518,518,1,1,2,0,0,3074,1800,123,360,0,2,0,4874,2437,0
"519",519,519,1,0,0,1,0,4683,1915,185,360,1,2,0,6598,6598,0
"520",520,520,0,0,0,0,0,3400,0,95,360,1,1,0,3400,3400,0
"521",521,521,1,1,2,0,0,2192,1742,45,360,1,2,1,3934,1967,0
"522",522,522,1,0,0,1,0,2500,0,55,360,1,2,1,2500,2500,0
"523",523,523,1,1,3,1,1,5677,1424,100,360,1,1,1,7101,2367,0
"524",524,524,1,1,2,1,1,7948,7166,480,360,1,1,1,15114,7557,0
"525",525,525,1,0,0,1,0,4680,2087,96,360,1,2,0,6767,6767,0
"526",526,526,1,1,2,1,1,17500,0,400,360,1,1,1,17500,8750,0
"527",527,527,1,1,0,1,0,3775,0,110,360,1,2,1,3775,3775,0
"528",528,528,1,1,1,0,0,5285,1430,161,360,0,2,1,6715,6715,0
"529",529,529,1,0,1,0,0,2679,1302,94,360,1,2,1,3981,3981,0
"530",530,530,1,0,0,0,0,6783,0,130,360,1,2,1,6783,6783,0
"531",531,531,1,1,0,1,0,1025,5500,216,360,1,1,1,6525,6525,0
"532",532,532,1,1,3,1,0,4281,0,100,360,1,3,1,4281,1427,0
"533",533,533,1,0,2,1,0,3588,0,110,360,0,1,0,3588,1794,0
"534",534,534,1,0,1,1,0,11250,0,196,360,1,2,0,11250,11250,0
"535",535,535,0,0,0,0,1,18165,0,125,360,1,3,1,18165,18165,1
"536",536,536,1,0,0,0,0,2550,2042,126,360,1,1,1,4592,4592,0
"537",537,537,1,1,0,1,0,6133,3906,324,360,1,3,1,10039,10039,0
"538",538,538,1,0,2,1,0,3617,0,107,360,1,2,1,3617,1808.5,0
"539",539,539,1,1,0,0,0,2917,536,66,360,1,1,0,3453,3453,0
"540",540,540,1,1,3,1,0,6417,0,157,180,1,1,1,6417,2139,0
"541",541,541,0,1,1,1,0,4608,2845,140,180,1,2,1,7453,7453,0
"542",542,542,0,0,0,1,0,2138,0,99,360,0,2,0,2138,2138,0
"543",543,543,0,0,1,1,0,3652,0,95,360,1,2,1,3652,3652,0
"544",544,544,1,1,1,0,0,2239,2524,128,360,1,3,1,4763,4763,0
"545",545,545,0,1,0,0,0,3017,663,102,360,1,2,1,3680,3680,0
"546",546,546,1,1,0,1,0,2768,1950,155,360,1,1,1,4718,4718,0
"547",547,547,1,0,0,0,0,3358,0,80,36,1,2,0,3358,3358,0
"548",548,548,1,0,0,1,0,2526,1783,145,360,1,1,1,4309,4309,0
"549",549,549,0,0,0,1,0,5000,0,103,360,0,2,0,5000,5000,0
"550",550,550,1,1,0,1,0,2785,2016,110,360,1,1,1,4801,4801,0
"551",551,551,1,1,2,1,1,6633,0,187,360,0,1,0,6633,3316.5,0
"552",552,552,1,1,1,0,0,2492,2375,138,360,1,1,1,4867,4867,0
"553",553,553,1,1,1,1,0,3333,3250,158,360,1,3,1,6583,6583,0
"554",554,554,1,1,0,0,0,2454,2333,181,360,0,3,0,4787,4787,0
"555",555,555,1,1,0,1,0,3593,4266,132,180,0,1,0,7859,7859,0
"556",556,556,1,1,1,1,0,5468,1032,26,360,1,2,1,6500,6500,0
"557",557,557,0,0,0,1,0,2667,1625,84,360,1,3,1,4292,4292,0
"558",558,558,1,1,3,1,1,10139,0,260,360,1,2,1,10139,3379.66666666667,0
"559",559,559,1,1,0,1,0,3887,2669,162,360,1,2,1,6556,6556,0
"560",560,560,0,1,0,1,0,4180,2306,182,360,1,2,1,6486,6486,0
"561",561,561,1,1,2,0,0,3675,242,108,360,1,2,1,3917,1958.5,0
"562",562,562,0,1,1,1,1,19484,0,600,360,1,2,1,19484,19484,1
"563",563,563,1,1,0,1,0,5923,2054,211,360,1,1,1,7977,7977,0
"564",564,564,1,0,0,0,1,5800,0,132,360,1,2,1,5800,5800,0
"565",565,565,1,1,2,1,0,8799,0,258,360,0,3,0,8799,4399.5,0
"566",566,566,1,1,0,0,0,4467,0,120,360,1,1,1,4467,4467,0
"567",567,567,1,0,0,1,0,3333,0,70,360,1,3,1,3333,3333,0
"568",568,568,1,1,3,1,0,3400,2500,123,360,0,1,0,5900,1966.66666666667,0
"569",569,569,0,0,0,1,0,2378,0,9,360,1,3,0,2378,2378,0
"570",570,570,1,1,0,1,0,3166,2064,104,360,0,3,0,5230,5230,0
"571",571,571,1,1,1,1,0,3417,1750,186,360,1,3,1,5167,5167,0
"572",572,572,1,1,0,1,0,5116,1451,165,360,0,3,0,6567,6567,0
"573",573,573,1,1,2,1,0,16666,0,275,360,1,3,1,16666,8333,0
"574",574,574,1,1,2,0,0,6125,1625,187,480,1,2,0,7750,3875,0
"575",575,575,1,1,3,1,0,6406,0,150,360,1,2,0,6406,2135.33333333333,0
"576",576,576,1,1,2,1,0,3159,461,108,84,1,3,1,3620,1810,0
"577",577,577,1,1,0,1,0,3087,2210,136,360,0,2,0,5297,5297,0
"578",578,578,1,0,0,1,0,3229,2739,110,360,1,3,1,5968,5968,0
"579",579,579,1,1,1,1,0,1782,2232,107,360,1,1,1,4014,4014,0
"580",580,580,1,0,0,1,0,3182,2917,161,360,1,3,1,6099,6099,0
"581",581,581,1,1,2,1,0,6540,0,205,360,1,2,1,6540,3270,0
"582",582,582,1,0,0,1,0,1836,33837,90,360,1,3,0,35673,35673,1
"583",583,583,0,1,0,1,0,3166,0,36,360,1,2,1,3166,3166,0
"584",584,584,1,1,1,1,0,1880,0,61,360,1,1,0,1880,1880,0
"585",585,585,1,1,1,1,0,2787,1917,146,360,0,1,0,4704,4704,0
"586",586,586,1,1,1,1,0,4283,3000,172,84,1,1,0,7283,7283,0
"587",587,587,1,1,0,1,0,2297,1522,104,360,1,3,1,3819,3819,0
"588",588,588,0,0,0,0,0,2165,0,70,360,1,2,1,2165,2165,0
"589",589,589,0,0,0,1,0,4750,0,94,360,1,2,1,4750,4750,0
"590",590,590,1,1,2,1,1,2726,0,106,360,0,2,0,2726,1363,0
"591",591,591,1,1,0,1,0,3000,3416,56,180,1,2,1,6416,6416,0
"592",592,592,1,1,2,1,1,6000,0,205,240,1,2,0,6000,3000,0
"593",593,593,1,0,3,1,1,9357,0,292,360,1,2,1,9357,3119,0
"594",594,594,1,1,0,1,0,3859,3300,142,180,1,1,1,7159,7159,0
"595",595,595,1,1,0,1,1,16120,0,260,360,1,3,1,16120,16120,1
"596",596,596,1,0,0,0,0,3833,0,110,360,1,1,1,3833,3833,0
"597",597,597,1,1,2,0,1,6383,1000,187,360,1,1,0,7383,3691.5,0
"598",598,598,1,0,2,1,0,2987,0,88,360,0,2,0,2987,1493.5,0
"599",599,599,1,1,0,1,1,9963,0,180,360,1,1,1,9963,9963,0
"600",600,600,1,1,2,1,0,5780,0,192,360,1,3,1,5780,2890,0
"601",601,601,0,0,3,1,0,416,41667,350,180,0,3,0,42083,14027.6666666667,1
"602",602,602,1,1,0,0,0,2894,2792,155,360,1,1,1,5686,5686,0
"603",603,603,1,1,3,1,0,5703,0,128,360,1,3,1,5703,1901,0
"604",604,604,1,0,0,1,0,3676,4301,172,360,1,1,1,7977,7977,0
"605",605,605,0,1,1,1,0,12000,0,496,360,1,2,1,12000,12000,1
"606",606,606,1,1,0,0,0,2400,3800,120,180,1,3,0,6200,6200,0
"607",607,607,1,1,1,1,0,3400,2500,173,360,1,2,1,5900,5900,0
"608",608,608,1,1,2,0,0,3987,1411,157,360,1,1,1,5398,2699,0
"609",609,609,1,1,0,1,0,3232,1950,108,360,1,1,1,5182,5182,0
"610",610,610,0,0,0,1,0,2900,0,71,360,1,1,1,2900,2900,0
"611",611,611,1,1,3,1,0,4106,0,40,180,1,1,1,4106,1368.66666666667,0
"612",612,612,1,1,1,1,0,8072,240,253,360,1,3,1,8312,8312,0
"613",613,613,1,1,2,1,0,7583,0,187,360,1,3,1,7583,3791.5,0
"614",614,614,0,0,0,1,1,4583,0,133,360,0,2,0,4583,4583,0
